fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_category
-0.5208691353160824,1.0642614634574539,-1.3746916054512381,-0.6633701171366546,-0.17152983088108278,-0.4504185588558224,-0.3189644800501595,0.7726979693614755,1.416121935372668,-0.6121121563247561,-0.9910023384374069,Medium
-0.2492523336594927,2.14486033944013,-1.3746916054512381,0.8896444499370111,1.2961654325789547,1.1394934138239117,0.9195856874786472,0.1486430510822767,-0.9302737938479542,0.43499034087759425,-0.5822996556450621,Medium
-0.2492523336594927,1.4244610887850129,-1.1543199400241941,0.22406677833401106,0.8958849061807624,0.003842004766958793,0.43167198511881427,0.2734540347381026,-0.4761326849665458,0.1732147165770064,-0.5822996556450621,Medium
2.059490480421522,-1.4571359138354567,1.7105117105273753,-0.6633701171366546,-0.23824325194744816,0.23097228657834937,0.6568629246695064,0.8975089530173014,-1.2330345331022285,-0.43759507345769855,-0.5822996556450621,Medium
-0.5208691353160824,0.8241283799057486,-1.3746916054512381,-0.8852293410043208,-0.23824325194744816,-0.2232882770444318,-0.09377354049946736,0.7726979693614755,1.416121935372668,-0.6121121563247561,-0.9910023384374069,
-0.18134813324534482,0.46392875457818955,-1.0441341073106725,-1.3289477887396537,-0.6385237783456396,0.003842004766958793,0.6193311014110577,-0.1009789162294444,-0.1733719457122713,-1.4846975706600485,-0.9910023384374069,Medium
-0.5887733357302303,0.7640951090178221,-1.3746916054512381,-2.2163846842103196,-0.9053774626111011,0.003842004766958793,-0.8068781824099924,-1.2242777691319469,0.5078397176098479,-1.3974390292265195,-0.37794831424889064,Medium
-0.2492523336594927,0.34386221280233653,-1.2645057727377162,-0.44151089326898796,-0.3716700940801789,-0.677548840667213,-0.9194736521853385,0.1486430510822767,0.2807691631691404,-0.5248536148912278,-0.8888266677393212,High
-0.9961985382151151,0.34386221280233653,-0.9339482745971506,-0.8852293410043208,1.2294520115125893,0.003842004766958793,0.8445220409617498,-0.4130063753690092,-0.32475231533940857,-0.7866292391918147,-1.1953536798335802,High
-1.743144742770738,0.5539786609100793,-1.3746916054512381,-1.3289477887396537,0.6957446429816663,0.11740714567265409,0.6193311014110577,-1.411494244615755,1.94595322906765,-0.9611463220588732,-0.4801239849469764,
0.22607706923953996,-1.4571359138354567,1.7105117105273753,-0.8852293410043208,0.8958849061807624,2.2751448228808644,2.2707313247828,0.21104854291018965,-0.1733719457122713,1.0458001309122982,0.1329300392415399,Medium
0.4976938708961302,-1.8173355391630157,1.2697683796732875,-0.8852293410043208,-0.1048164098147174,1.593753977446693,0.6568629246695064,0.1486430510822767,0.5078397176098479,-0.873887780625344,-0.9910023384374069,
-0.3850607344877878,-0.7967699340682658,0.33318880160835135,0.22406677833401106,0.2287506955171095,0.9123631320125212,1.069712980512442,1.0223199366731273,1.4918121201862384,0.1732147165770064,-0.6844753263431497,Medium
-0.18134813324534482,-0.5566368505165601,-0.21774036195925817,-1.3289477887396537,1.8298728011098768,-0.5639836997615176,-0.2063690102748134,0.023832067426450793,-1.1573443482886616,2.4419367938487655,-0.8888266677393212,
0.22607706923953996,-0.19643722518900136,-0.7686695255268675,0.22406677833401106,0.3621775376498403,-0.677548840667213,0.9195856874786472,0.1486430510822767,-1.1573443482886616,-0.873887780625344,-0.9910023384374069,
-0.8603901373868199,-0.7367366631803393,-0.6033907764565847,0.4459260022016777,0.42889095871620564,0.6852328502011306,-0.09377354049946736,0.1486430510822767,0.8106004568641224,-0.0013023662900521552,-0.6844753263431497,
-1.2678153398717054,-0.7967699340682658,-0.49320494374306284,-1.772666236474987,0.09532385338437874,-0.4504185588558224,-0.731814535893095,-0.662628342680661,0.12938879354200317,-0.6121121563247561,-1.0931780091354926,High
-0.3850607344877878,-0.676703392292413,-0.05246161288897532,-0.8852293410043208,0.09532385338437874,-1.2453745451956895,-1.1821964149944792,-0.22578989988527032,-0.32475231533940857,-0.35033653202416926,-0.8888266677393212,
-0.7245817365585253,1.1242947343453804,-1.3746916054512381,-0.6633701171366546,0.09532385338437874,-0.1097231361387365,-0.2814326567917108,0.3982650183939285,1.113361196118397,-0.6993706977582854,-0.9910023384374069,
-0.2492523336594927,0.7340784735738588,-1.3746916054512381,-0.44151089326898796,0.2287506955171095,-0.7911139815729082,-0.9945372987022358,-0.1009789162294444,0.43214953279627766,-0.35033653202416926,-0.5822996556450621,
-0.9961985382151151,0.9141782862376383,-0.9890411909539114,0.4459260022016777,0.6957446429816663,0.23097228657834937,1.4825630363553775,-0.47541186719692213,0.20507897835557348,-0.7866292391918147,-0.2757726435508049,Medium
-0.8603901373868199,0.9742115571255648,-1.3746916054512381,0.6677852260693444,1.7631593800435115,0.7987979911068258,-0.2063690102748134,0.023832067426450793,1.0376710113048266,-0.5248536148912278,0.23510570993962562,Medium
0.09026866841124544,0.7941117444617853,-0.7135766091701067,0.22406677833401106,0.2954641165834749,0.003842004766958793,2.6460495573672866,0.023832067426450793,-1.1573443482886616,0.26047325801053567,-0.5822996556450621,Medium
-2.0147615444273277,-1.217002830283751,0.0026313034677856798,-0.8852293410043208,1.6297325379107808,-0.2232882770444318,0.28154469208501953,-0.5378173590248351,0.43214953279627766,-0.6993706977582854,-1.1953536798335802,Medium
-0.2492523336594927,0.46392875457818955,-0.6033907764565847,0.4459260022016777,0.4956043797825701,-1.3589396861013847,-1.0320691219606846,0.5854814938777366,0.7349102720505521,-0.26307799059063997,0.43945705133579893,Medium
-0.0455397324170503,-0.8568032049561922,0.16791005253806868,-0.2196516694013213,-0.8386640415447357,-0.2232882770444318,-0.4690917730839542,0.1486430510822767,-0.7032032394072499,0.8712830480452396,-0.6844753263431497,Medium
0.42978967048198297,0.523962025466116,0.27809588525159035,1.3333628976723435,0.6290312219153009,0.23097228657834937,0.13141739905122476,0.6478869857056496,-0.4761326849665458,-1.0484048634924026,-1.0931780091354926,Medium
-0.9282943378009677,0.884161650793675,-1.2645057727377162,-0.8852293410043208,-1.906078778606581,-1.1318094042899942,-1.1821964149944792,-0.22578989988527032,1.1890513809319638,-0.9611463220588732,-0.8888266677393212,
-0.31715653407364,2.475043329323726,0.9943037978894828,0.0022075544663453734,2.3635801696408,0.7987979911068258,2.683581380625735,0.2734540347381026,-0.5518228697801127,0.8712830480452396,-1.1953536798335802,Medium
0.3618854700678345,-1.3971026429475304,1.4901400451003313,-1.3289477887396537,2.2968667485744345,-0.3368534179501271,-0.2063690102748134,0.21104854291018965,-0.5518228697801127,-0.43759507345769855,-0.8888266677393212,Medium
-1.1999111394575575,-0.7367366631803393,-0.10755452924573616,-1.3289477887396537,-0.8386640415447357,-1.1318094042899942,-1.1446645917360305,-0.47541186719692213,0.12938879354200317,-0.6121121563247561,-1.1953536798335802,Medium
-1.743144742770738,-1.2770361011716775,0.6637462997489171,-1.772666236474987,-0.3049566730138136,-0.3368534179501271,2.008008561973659,-0.7250338345086432,-0.021991576085134065,-0.43759507345769855,-1.1953536798335802,Medium
0.42978967048198297,0.8241283799057486,0.05772421982454668,-1.1070885648719875,-0.3049566730138136,-1.2453745451956895,-0.731814535893095,0.3358595265660156,-1.308724717915799,0.9585415894787689,-1.1953536798335802,Medium
-1.064102738629263,-0.016337412525221837,-1.1543199400241941,0.0022075544663453734,-0.6385237783456396,-0.7911139815729082,-1.0320691219606846,-0.6002228508527481,0.583529902423415,-0.0013023662900521552,-0.9910023384374069,
-1.064102738629263,-0.13640395430107485,-1.1543199400241941,-0.2196516694013213,-0.7052371994120049,-1.0182442633842987,-1.0696009452191333,-0.662628342680661,0.5078397176098479,0.08595617514347711,-0.9910023384374069,Medium
0.2939812696536872,-0.8568032049561922,0.608653383392156,1.7770813454076768,0.16203727445074412,1.7073191183523881,2.8712404969179786,0.2734540347381026,-0.9302737938479542,-0.6121121563247561,-0.9910023384374069,
-0.3850607344877878,-0.07637068341314834,-0.5482978600998238,1.3333628976723435,2.0967264853753385,2.048014541069474,1.1447766270293394,-0.662628342680661,-1.1573443482886616,-0.0013023662900521552,-0.17359697285271916,Medium
1.380448476280047,-0.6166701214044865,1.7656046268841357,2.6645182408783423,-0.5718103572792742,-1.2453745451956895,-1.219728238252928,0.3358595265660156,-2.141316750865052,-0.0013023662900521552,-0.7866509970412354,High
-0.2492523336594927,0.403895483690263,-0.383019111029541,0.22406677833401106,-0.17152983088108278,0.23097228657834937,0.43167198511881427,0.5854814938777366,0.8106004568641224,-0.35033653202416926,-0.37794831424889064,
-0.5887733357302303,-0.7967699340682658,0.33318880160835135,0.4459260022016777,-0.3049566730138136,-0.677548840667213,0.13141739905122476,-0.22578989988527032,0.6592200872369852,-0.7866292391918147,-0.9910023384374069,
0.42978967048198297,-0.7367366631803393,0.8290250488192,0.0022075544663453734,0.02861043231801336,0.45810256838973995,0.3566083386019169,0.8975089530173014,0.8862906416776893,0.08595617514347711,-1.1953536798335802,
-0.31715653407364,1.0042281925695273,1.3248612960300485,-0.8852293410043208,2.430293590707165,0.5716677092954352,2.6085177341088377,0.1486430510822767,-0.8545836090343872,0.6967659651781811,-1.0931780091354926,Low
-0.4529649349019351,-0.016337412525221837,-0.49320494374306284,-0.6633701171366546,0.42889095871620564,-0.3368534179501271,-0.2814326567917108,0.1486430510822767,0.43214953279627766,-0.08856090772358144,-0.8888266677393212,
-0.7924859369726727,1.2743779115651968,-1.0992270236674333,-0.44151089326898796,0.16203727445074412,-0.2232882770444318,0.43167198511881427,0.023832067426450793,0.5078397176098479,-0.5248536148912278,-0.5822996556450621,
-0.4529649349019351,-0.016337412525221837,-0.7686695255268675,-1.5508070126073203,0.02861043231801336,-0.4504185588558224,-0.13130536375791604,0.1486430510822767,0.7349102720505521,-0.43759507345769855,-0.7866509970412354,Medium
-1.064102738629263,1.0942780989014171,-0.9890411909539114,-1.3289477887396537,-0.17152983088108278,-1.0182442633842987,-1.0320691219606846,-0.22578989988527032,0.8862906416776893,-0.43759507345769855,0.33728138063771135,
0.7693106725527205,-1.217002830283751,1.7656046268841357,-0.44151089326898796,-0.3049566730138136,1.3666236956353024,0.8445220409617498,0.21104854291018965,-0.32475231533940857,1.3948342966464153,0.33728138063771135,Medium
-0.11344393283119757,1.0942780989014171,-1.0992270236674333,-0.6633701171366546,-0.3049566730138136,-0.7911139815729082,-0.8819418289268898,-0.22578989988527032,0.12938879354200317,2.7909709595828818,0.1329300392415399,Medium
-0.31715653407364,0.6440285672419691,-0.9339482745971506,-0.6633701171366546,-0.17152983088108278,0.003842004766958793,-0.5816872428593003,0.08623755925436374,-0.021991576085134065,-0.7866292391918147,-0.8888266677393212,Medium
-0.31715653407364,0.884161650793675,-0.10755452924573616,-0.2196516694013213,0.6290312219153009,0.23097228657834937,2.008008561973659,-0.22578989988527032,-0.021991576085134065,-1.3101804877929903,-0.8888266677393212,Medium
-0.31715653407364,1.0042281925695273,-0.16264744560249716,-0.6633701171366546,0.3621775376498403,0.34453742748404464,1.9329449154567617,-0.28819539171318326,-0.09768176089870101,-1.3101804877929903,-0.8888266677393212,Medium
0.09026866841124544,0.9141782862376383,0.05772421982454668,-0.2196516694013213,0.3621775376498403,-0.4504185588558224,0.018821929275878706,0.6478869857056496,-0.09768176089870101,-0.873887780625344,-1.1953536798335802,Medium
1.0409274742093095,-1.217002830283751,1.6003258778138534,0.6677852260693444,1.0293117483134933,1.4801888365409976,1.5200948596138262,1.1471309203289533,-0.32475231533940857,1.6566099209470022,-0.7866509970412354,Medium
0.42978967048198297,-0.676703392292413,2.1512550413814626,0.0022075544663453734,0.9625983272471278,-0.677548840667213,-0.018709893982569982,1.2719419039848485,1.6431924898133756,0.26047325801053567,0.1329300392415399,Medium
-0.9282943378009677,1.5745442660048292,-1.3746916054512381,0.4459260022016777,1.6964459589771461,-0.1097231361387365,-0.4690917730839542,0.023832067426450793,1.4918121201862384,-0.6993706977582854,0.33728138063771135,Medium
